score,Hum,Hiss,CL,Thre,Ratio,Attk,Release
0.39,52.67,40.01,2.97,-24.95,3.89,1.82,140.99
0.39,59.27,40.01,2.97,-24.95,4.09,1.82,167.57
0.39,52.67,40.01,2.97,-24.95,3.89,5.31,167.57
0.39,52.67,40.01,2.6,-24.95,3.89,1.82,167.57
0.38,59.27,40.01,2.97,-22.34,3.89,1.82,167.57
0.39,49.45,40.01,2.97,-24.95,3.89,1.82,167.57
0.4,40.48,40.01,2.97,-24.95,3.89,1.82,167.57
0.39,59.27,40.01,2.97,-24.95,3.89,1.12,167.57
0.38,59.27,40.01,2.97,-24.95,2.1,1.82,167.57
0.39,59.27,40.01,2.97,-24.95,3.89,1.69,167.57
0.38,52.67,40.01,2.74,-24.95,3.89,1.82,167.57
0.39,59.27,41.26,2.97,-24.95,3.89,1.82,167.57
0.39,59.27,40.01,2.97,-24.95,3.89,1.82,183.5
0.38,59.27,40.01,2.5,-24.95,3.89,1.82,167.57
0.4,52.67,40.01,2.97,-24.95,3.89,1.14,167.57
0.33,52.67,40.01,0.62,-24.95,3.89,1.82,167.57
0.4,52.67,40.01,2.97,-24.95,3.89,1.54,167.57
0.38,59.27,44.64,2.97,-24.95,3.89,1.82,167.57
0.38,52.67,40.01,2.97,-24.95,2.53,1.82,167.57
0.35,59.27,40.01,2.97,-0.94,3.89,1.82,167.57
0.37,52.67,55.55,2.97,-24.95,3.89,1.82,167.57
0.38,52.67,40.01,2.97,-24.95,3.89,1.82,287.73
0.39,52.67,40.01,2.8,-24.95,3.89,1.82,167.57
0.36,59.27,40.01,2.97,-10.94,3.89,1.82,167.57
0.4,52.67,40.01,2.97,-24.95,4.85,1.82,167.57
0.39,52.67,40.01,2.97,-24.95,3.89,1.82,136.67
0.38,59.27,40.01,2.97,-24.95,2.76,1.82,167.57
0.34,52.67,40.01,2.97,-12.87,3.89,1.82,167.57
0.36,59.27,40.01,2.97,-18.02,3.89,1.82,167.57
0.38,59.27,40.01,2.97,-24.95,3.89,1.82,274.32
0.39,59.27,40.01,2.71,-24.95,3.89,1.82,167.57
0.39,52.67,40.01,2.97,-24.95,2.73,1.82,167.57
0.39,59.27,40.01,2.97,-24.95,3.89,1.82,157.88
0.33,52.67,40.01,0.47,-24.95,3.89,1.82,167.57
0.38,59.27,40.01,2.97,-24.95,3.89,8.6,167.57
0.34,59.27,40.01,0.82,-24.95,3.89,1.82,167.57
0.4,45.86,40.01,2.97,-24.95,3.89,1.82,167.57
0.33,52.67,40.01,0.42,-24.95,3.89,1.82,167.57
0.39,59.27,40.01,2.97,-24.95,4.23,1.82,167.57
0.39,55.47,40.01,2.97,-24.95,3.89,1.82,167.57
0.38,59.27,40.01,2.1,-24.95,3.89,1.82,167.57
0.36,52.67,40.01,2.97,-11.65,3.89,1.82,167.57
0.39,43.7,40.01,2.97,-24.95,3.89,1.82,167.57
0.37,59.27,54.06,2.97,-24.95,3.89,1.82,167.57
0.4,40.06,40.01,2.97,-24.95,3.89,1.82,167.57
0.39,43.37,40.01,2.97,-24.95,3.89,1.82,167.57
0.37,52.67,40.01,2.97,-24.95,2.17,1.82,167.57
0.36,40.06,40.01,1.77,-24.95,3.89,1.82,167.57
0.38,40.06,40.01,2.97,-24.95,2.04,1.82,167.57
0.4,45.86,40.01,2.97,-24.95,4.39,1.82,167.57
0.38,45.86,40.01,2.97,-24.95,2.39,1.82,167.57
0.4,40.06,40.01,2.97,-24.95,3.89,1.82,145.71
